"trial","condition","onset","RT","response","reversed","syllables","item","subjectID","run","instruction","construct"
12,6,70.147,3.61,1,0,3,"overwhelmed","FP095","run2","change","ill-being"
13,3,84.967,2.357,2,0,2,"lonely","FP095","run2","self","ill-being"
14,3,89.91,1.462,2,0,3,"feel useless","FP095","run2","self","ill-being"
15,1,94.897,1.051,1,0,2,"hopeful","FP095","run2","self","well-being"
16,1,99.884,1.56,1,0,3,"like myself","FP095","run2","self","well-being"
17,2,104.837,2.047,1,0,6,"have warm relationships","FP095","run2","self","social"
18,3,109.783,1.533,1,0,1,"stressed","FP095","run2","self","ill-being"
19,6,124.533,3.351,1,0,5,"unable to cope","FP095","run2","change","ill-being"
20,4,129.483,1.449,1,0,6,"live a meaningful life","FP095","run2","change","well-being"
21,5,134.658,2.314,2,0,5,"comfortable with friends","FP095","run2","change","social"
22,5,139.599,2.749,1,0,1,"loved","FP095","run2","change","social"
23,4,144.549,1.808,1,0,4,"engaged in tasks","FP095","run2","change","well-being"
24,6,149.57,2.819,1,0,3,"feel worthless","FP095","run2","change","ill-being"
25,2,164.383,1.909,1,0,3,"helped by friends","FP095","run2","self","social"
26,1,169.366,2.655,2,0,1,"proud","FP095","run2","self","well-being"
27,1,174.465,1.963,1,0,6,"live a purposeful life","FP095","run2","self","well-being"
28,3,179.482,2.522,2,0,1,"sad","FP095","run2","self","ill-being"
29,2,184.428,1.944,1,0,4,"feel encouraged","FP095","run2","self","social"
30,2,189.415,0.926,1,0,3,"am cared for","FP095","run2","self","social"
31,5,204.459,1.945,1,0,3,"have good friends","FP095","run2","change","social"
32,5,209.446,2.855,2,0,7,"have trusting relationships","FP095","run2","change","social"
33,6,214.432,3.685,1,0,2,"fearful","FP095","run2","change","ill-being"
34,5,219.415,1.557,1,1,4,"isolated","FP095","run2","change","social"
35,4,224.356,2.224,2,0,2,"joyful","FP095","run2","change","well-being"
36,4,229.46,1.432,1,0,5,"interested in life","FP095","run2","change","well-being"
1,3,5.066,1.83,1,0,1,"stressed","FP096","run1","self","ill-being"
2,3,10.017,1.574,2,0,2,"fearful","FP096","run1","self","ill-being"
3,2,15.051,1.653,1,0,7,"have trusting relationships","FP096","run1","self","social"
4,2,20.033,1.118,1,0,3,"have good friends","FP096","run1","self","social"
5,1,25.129,1.31,1,0,1,"proud","FP096","run1","self","well-being"
6,1,30.083,2.516,1,0,4,"engaged in tasks","FP096","run1","self","well-being"
7,4,44.783,2.024,2,0,3,"like myself","FP096","run1","change","well-being"
8,4,49.881,2.318,1,0,2,"joyful","FP096","run1","change","well-being"
9,6,54.866,2.101,1,0,3,"feel useless","FP096","run1","change","ill-being"
10,6,59.816,1.319,1,0,2,"lonely","FP096","run1","change","ill-being"
11,5,64.799,2.096,2,0,5,"comfortable with friends","FP096","run1","change","social"
12,6,69.746,1.981,1,0,3,"feel worthless","FP096","run1","change","ill-being"
13,3,84.632,1.984,2,0,4,"feel rejected","FP096","run1","self","ill-being"
14,3,89.576,1.559,1,0,2,"nervous","FP096","run1","self","ill-being"
15,1,94.53,1.693,1,0,2,"hopeful","FP096","run1","self","well-being"
16,1,99.482,1.757,2,0,6,"live a purposeful life","FP096","run1","self","well-being"
17,2,104.504,1.167,1,0,3,"helped by friends","FP096","run1","self","social"
18,3,109.448,1.191,1,0,3,"overwhelmed","FP096","run1","self","ill-being"
19,6,124.149,2.074,1,0,1,"sad","FP096","run1","change","ill-being"
20,4,129.132,2.651,1,0,3,"positive","FP096","run1","change","well-being"
21,5,134.115,1.228,1,1,4,"isolated","FP096","run1","change","social"
22,5,139.295,1.408,1,0,1,"loved","FP096","run1","change","social"
23,4,144.314,1.941,2,0,5,"interested in life","FP096","run1","change","well-being"
24,6,149.636,2.595,2,0,5,"unable to cope","FP096","run1","change","ill-being"
25,2,164.381,1.987,1,0,6,"belong in social group","FP096","run1","self","social"
26,1,169.397,1.994,2,0,5,"satisfied with life","FP096","run1","self","well-being"
27,1,174.348,1.995,2,0,6,"live a meaningful life","FP096","run1","self","well-being"
28,3,179.675,3.028,1,0,5,"feel unimportant","FP096","run1","self","ill-being"
29,2,184.778,1.373,1,0,2,"trusted","FP096","run1","self","social"
30,2,189.814,1.673,1,0,6,"have warm relationships","FP096","run1","self","social"
31,5,204.476,1.819,1,0,4,"feel encouraged","FP096","run1","change","social"
32,5,209.463,2.545,1,0,3,"am cared for","FP096","run1","change","social"
33,6,214.414,2.058,1,0,2,"anxious","FP096","run1","change","ill-being"
34,5,219.736,1.376,1,1,2,"angry","FP096","run1","change","social"
35,4,224.756,1.555,1,0,2,"happy","FP096","run1","change","well-being"
36,4,229.711,1.721,1,0,3,"achieve goals","FP096","run1","change","well-being"
1,3,5.05,1.933,2,0,3,"feel useless","FP096","run2","self","ill-being"
2,3,10.003,2.364,2,0,2,"lonely","FP096","run2","self","ill-being"
3,2,15.041,1.006,1,0,5,"comfortable with friends","FP096","run2","self","social"
4,2,20.142,1.641,2,1,4,"isolated","FP096","run2","self","social"
5,1,25.125,1.698,2,0,3,"like myself","FP096","run2","self","well-being"
6,1,30.074,1.741,1,0,2,"joyful","FP096","run2","self","well-being"
7,4,44.892,1.491,1,0,1,"proud","FP096","run2","change","well-being"
8,4,49.875,1.628,1,0,4,"engaged in tasks","FP096","run2","change","well-being"
9,6,55.202,1.133,1,0,1,"stressed","FP096","run2","change","ill-being"
10,6,60.223,1.536,1,0,2,"fearful","FP096","run2","change","ill-being"
11,5,65.208,1.816,2,0,7,"have trusting relationships","FP096","run2","change","social"
12,6,70.191,2.208,2,0,4,"feel rejected","FP096","run2","change","ill-being"
13,3,84.858,1.893,2,0,3,"feel worthless","FP096","run2","self","ill-being"
14,3,89.878,1.601,2,0,1,"sad","FP096","run2","self","ill-being"
15,1,94.824,1.575,1,0,3,"positive","FP096","run2","self","well-being"
16,1,99.807,1.288,1,0,5,"interested in life","FP096","run2","self","well-being"
17,2,104.824,1.399,1,0,1,"loved","FP096","run2","self","social"
18,3,109.774,2.097,2,0,5,"unable to cope","FP096","run2","self","ill-being"
19,6,124.469,1.746,1,0,2,"nervous","FP096","run2","change","ill-being"
20,4,129.456,1.127,1,0,2,"hopeful","FP096","run2","change","well-being"
21,5,134.44,1.471,2,0,3,"have good friends","FP096","run2","change","social"
22,5,139.423,1.688,1,0,3,"helped by friends","FP096","run2","change","social"
23,4,144.439,1.992,2,0,6,"live a purposeful life","FP096","run2","change","well-being"
24,6,149.387,1.668,1,0,3,"overwhelmed","FP096","run2","change","ill-being"
25,2,164.206,1.953,2,0,4,"feel encouraged","FP096","run2","self","social"
26,1,169.19,2.049,1,0,2,"happy","FP096","run2","self","well-being"
27,1,174.222,1.569,1,0,3,"achieve goals","FP096","run2","self","well-being"
28,3,179.173,1.41,1,0,2,"anxious","FP096","run2","self","ill-being"
29,2,184.122,1.301,1,0,3,"am cared for","FP096","run2","self","social"
30,2,189.14,1.795,2,1,2,"angry","FP096","run2","self","social"
31,5,203.807,2.321,2,0,6,"belong in social group","FP096","run2","change","social"
32,5,209.129,2.278,2,0,2,"trusted","FP096","run2","change","social"
33,6,214.222,3.113,1,0,5,"feel unimportant","FP096","run2","change","ill-being"
34,5,219.17,1.821,2,0,6,"have warm relationships","FP096","run2","change","social"
35,4,224.34,2.539,1,0,5,"satisfied with life","FP096","run2","change","well-being"
36,4,229.323,2.093,1,0,6,"live a meaningful life","FP096","run2","change","well-being"
1,3,5.063,1.288,1,0,2,"fearful","FP097","run1","self","ill-being"
2,3,10.012,1.123,1,0,1,"sad","FP097","run1","self","ill-being"
3,2,14.995,1.596,1,1,4,"isolated","FP097","run1","self","social"
4,2,20.095,1.616,1,0,4,"feel encouraged","FP097","run1","self","social"
5,1,25.079,2.008,2,0,3,"like myself","FP097","run1","self","well-being"
6,1,30.061,2.145,1,0,2,"joyful","FP097","run1","self","well-being"
7,4,44.727,2.432,1,0,3,"positive","FP097","run1","change","well-being"
8,4,49.711,1.36,1,0,2,"hopeful","FP097","run1","change","well-being"
9,6,54.695,1.776,1,0,1,"stressed","FP097","run1","change","ill-being"
10,6,59.721,2.253,1,0,4,"feel rejected","FP097","run1","change","ill-being"
11,5,64.824,2.366,1,0,2,"trusted","FP097","run1","change","social"
12,6,69.778,1.82,1,0,5,"feel unimportant","FP097","run1","change","ill-being"
13,3,84.444,2.907,2,0,5,"unable to cope","FP097","run1","self","ill-being"
14,3,89.392,2.671,2,0,3,"feel useless","FP097","run1","self","ill-being"
15,1,94.578,1.189,2,0,5,"satisfied with life","FP097","run1","self","well-being"
16,1,99.528,1.119,1,0,3,"achieve goals","FP097","run1","self","well-being"
17,2,104.469,1.306,1,0,1,"loved","FP097","run1","self","social"
18,3,109.457,0.974,1,0,2,"anxious","FP097","run1","self","ill-being"
19,6,124.127,1.624,2,0,2,"nervous","FP097","run1","change","ill-being"
20,4,129.22,3.202,1,0,6,"live a purposeful life","FP097","run1","change","well-being"
21,5,134.207,2.976,2,0,6,"have warm relationships","FP097","run1","change","social"
22,5,139.194,2.053,1,0,5,"comfortable with friends","FP097","run1","change","social"
23,4,144.177,2.07,1,0,1,"proud","FP097","run1","change","well-being"
24,6,149.202,1.429,2,0,3,"overwhelmed","FP097","run1","change","ill-being"
25,2,163.91,2.209,1,1,2,"angry","FP097","run1","self","social"
26,1,169.232,1.231,2,0,2,"happy","FP097","run1","self","well-being"
27,1,174.253,2.738,2,0,6,"live a meaningful life","FP097","run1","self","well-being"
28,3,179.357,1.354,1,0,2,"lonely","FP097","run1","self","ill-being"
29,2,184.31,1.76,2,0,3,"helped by friends","FP097","run1","self","social"
30,2,189.331,1.756,2,0,6,"belong in social group","FP097","run1","self","social"
31,5,204.075,1.868,1,0,3,"am cared for","FP097","run1","change","social"
32,5,209.026,3.141,2,0,7,"have trusting relationships","FP097","run1","change","social"
33,6,213.976,1.894,1,0,3,"feel worthless","FP097","run1","change","ill-being"
34,5,218.958,2.088,2,0,3,"have good friends","FP097","run1","change","social"
35,4,223.905,2.47,2,0,5,"interested in life","FP097","run1","change","well-being"
36,4,229.075,1.508,1,0,4,"engaged in tasks","FP097","run1","change","well-being"
1,3,5.054,1.246,1,0,1,"stressed","FP097","run2","self","ill-being"
2,3,10.042,2.202,2,0,4,"feel rejected","FP097","run2","self","ill-being"
3,2,15.028,1.288,1,0,2,"trusted","FP097","run2","self","social"
4,2,19.982,1.277,1,0,6,"have warm relationships","FP097","run2","self","social"
5,1,25.077,1.718,2,0,3,"positive","FP097","run2","self","well-being"
6,1,30.406,1.27,1,0,2,"hopeful","FP097","run2","self","well-being"
7,4,45.077,2.343,1,0,3,"like myself","FP097","run2","change","well-being"
8,4,50.02,1.712,1,0,2,"joyful","FP097","run2","change","well-being"
9,6,55.123,2.04,2,0,2,"fearful","FP097","run2","change","ill-being"
10,6,60.144,2.116,2,0,1,"sad","FP097","run2","change","ill-being"
11,5,65.094,2.254,2,1,4,"isolated","FP097","run2","change","social"
12,6,70.044,3.056,1,0,5,"unable to cope","FP097","run2","change","ill-being"
13,3,85.094,1.966,2,0,5,"feel unimportant","FP097","run2","self","ill-being"
14,3,90.116,1.048,1,0,2,"nervous","FP097","run2","self","ill-being"
15,1,95.102,2.502,2,0,6,"live a purposeful life","FP097","run2","self","well-being"
16,1,100.123,2.321,2,0,1,"proud","FP097","run2","self","well-being"
17,2,105.109,2.407,1,0,5,"comfortable with friends","FP097","run2","self","social"
18,3,110.093,1.199,1,0,3,"overwhelmed","FP097","run2","self","ill-being"
19,6,124.823,2.829,1,0,3,"feel useless","FP097","run2","change","ill-being"
20,4,129.926,2.158,1,0,5,"satisfied with life","FP097","run2","change","well-being"
21,5,134.91,2.662,2,0,4,"feel encouraged","FP097","run2","change","social"
22,5,139.892,2.472,2,0,1,"loved","FP097","run2","change","social"
23,4,144.839,2.309,2,0,3,"achieve goals","FP097","run2","change","well-being"
24,6,149.792,2.036,2,0,2,"anxious","FP097","run2","change","ill-being"
25,2,164.686,1.462,1,0,3,"am cared for","FP097","run2","self","social"
26,1,169.672,2.011,1,0,5,"interested in life","FP097","run2","self","well-being"
27,1,174.692,1.08,1,0,4,"engaged in tasks","FP097","run2","self","well-being"
28,3,179.792,2.54,2,0,3,"feel worthless","FP097","run2","self","ill-being"
29,2,184.742,1.486,1,0,7,"have trusting relationships","FP097","run2","self","social"
30,2,189.687,1.316,1,0,3,"have good friends","FP097","run2","self","social"
31,5,204.426,2.586,2,1,2,"angry","FP097","run2","change","social"
32,5,209.408,2.228,1,0,3,"helped by friends","FP097","run2","change","social"
33,6,214.438,1.534,2,0,2,"lonely","FP097","run2","change","ill-being"
34,5,219.391,2.069,1,0,6,"belong in social group","FP097","run2","change","social"
35,4,224.341,1.366,1,0,2,"happy","FP097","run2","change","well-being"
36,4,229.325,1.871,1,0,6,"live a meaningful life","FP097","run2","change","well-being"
1,3,5.052,1.678,2,0,4,"feel rejected","FP098","run1","self","ill-being"
2,3,10.072,1.794,2,0,5,"unable to cope","FP098","run1","self","ill-being"
3,2,15.026,1.616,1,0,6,"belong in social group","FP098","run1","self","social"
4,2,19.976,1.282,1,0,3,"am cared for","FP098","run1","self","social"
5,1,24.993,1.345,1,0,6,"live a meaningful life","FP098","run1","self","well-being"
6,1,29.943,0.923,1,0,3,"positive","FP098","run1","self","well-being"
7,4,44.993,1.905,1,0,3,"like myself","FP098","run1","change","well-being"
8,4,49.975,2.371,1,0,3,"achieve goals","FP098","run1","change","well-being"
9,6,54.92,2.169,1,0,2,"anxious","FP098","run1","change","ill-being"
10,6,59.907,2.655,1,0,3,"feel useless","FP098","run1","change","ill-being"
11,5,64.891,2.822,1,0,7,"have trusting relationships","FP098","run1","change","social"
12,6,69.909,2.54,1,0,1,"stressed","FP098","run1","change","ill-being"
13,3,84.608,1.178,2,0,1,"sad","FP098","run1","self","ill-being"
14,3,89.559,2.483,2,0,3,"overwhelmed","FP098","run1","self","ill-being"
15,1,94.499,1.223,1,0,5,"interested in life","FP098","run1","self","well-being"
16,1,99.818,1.135,1,0,4,"engaged in tasks","FP098","run1","self","well-being"
17,2,104.806,1.748,1,0,2,"trusted","FP098","run1","self","social"
18,3,109.758,1.131,2,0,2,"lonely","FP098","run1","self","ill-being"
19,6,124.422,3.212,1,0,5,"feel unimportant","FP098","run1","change","ill-being"
20,4,129.524,2.03,1,0,2,"hopeful","FP098","run1","change","well-being"
21,5,134.541,1.909,2,1,4,"isolated","FP098","run1","change","social"
22,5,139.714,2.023,1,0,5,"comfortable with friends","FP098","run1","change","social"
23,4,144.657,1.688,1,0,2,"happy","FP098","run1","change","well-being"
24,6,149.638,1.683,1,0,2,"nervous","FP098","run1","change","ill-being"
25,2,164.341,1.092,1,0,4,"feel encouraged","FP098","run1","self","social"
26,1,169.318,NA,0,0,1,"proud","FP098","run1","self","well-being"
27,1,174.273,1.097,1,0,5,"satisfied with life","FP098","run1","self","well-being"
28,3,179.224,1.81,2,0,3,"feel worthless","FP098","run1","self","ill-being"
29,2,184.24,1.186,1,0,3,"helped by friends","FP098","run1","self","social"
30,2,189.34,1.134,1,0,6,"have warm relationships","FP098","run1","self","social"
31,5,204.007,1.667,1,0,3,"have good friends","FP098","run1","change","social"
32,5,208.948,1.358,1,1,2,"angry","FP098","run1","change","social"
33,6,214.04,2.002,2,0,2,"fearful","FP098","run1","change","ill-being"
34,5,219.022,1.348,1,0,1,"loved","FP098","run1","change","social"
35,4,224.04,3.185,2,0,6,"live a purposeful life","FP098","run1","change","well-being"
36,4,228.978,2.872,1,0,2,"joyful","FP098","run1","change","well-being"
1,3,5.042,1.032,2,0,2,"anxious","FP098","run2","self","ill-being"
2,3,9.996,1.333,2,0,3,"feel useless","FP098","run2","self","ill-being"
3,2,14.948,1.206,1,0,7,"have trusting relationships","FP098","run2","self","social"
4,2,19.897,0.976,2,1,4,"isolated","FP098","run2","self","social"
5,1,25.222,1.004,1,0,3,"like myself","FP098","run2","self","well-being"
6,1,30.209,1.256,1,0,3,"achieve goals","FP098","run2","self","well-being"
7,4,45.013,2.1,1,0,6,"live a meaningful life","FP098","run2","change","well-being"
8,4,49.99,1.395,1,0,3,"positive","FP098","run2","change","well-being"
9,6,55.31,2.347,1,0,4,"feel rejected","FP098","run2","change","ill-being"
10,6,60.263,1.85,2,0,5,"unable to cope","FP098","run2","change","ill-being"
11,5,65.213,1.724,1,0,6,"belong in social group","FP098","run2","change","social"
12,6,70.196,1.35,1,0,1,"sad","FP098","run2","change","ill-being"
13,3,84.897,1.353,2,0,1,"stressed","FP098","run2","self","ill-being"
14,3,89.879,1.778,2,0,5,"feel unimportant","FP098","run2","self","ill-being"
15,1,94.855,0.938,1,0,2,"hopeful","FP098","run2","self","well-being"
16,1,99.795,1.23,1,0,2,"happy","FP098","run2","self","well-being"
17,2,104.813,0.885,1,0,5,"comfortable with friends","FP098","run2","self","social"
18,3,109.796,1.341,2,0,2,"nervous","FP098","run2","self","ill-being"
19,6,124.494,1.963,2,0,3,"overwhelmed","FP098","run2","change","ill-being"
20,4,129.513,1.905,1,0,5,"interested in life","FP098","run2","change","well-being"
21,5,134.529,3.568,1,0,3,"am cared for","FP098","run2","change","social"
22,5,139.695,2.258,2,0,2,"trusted","FP098","run2","change","social"
23,4,144.791,2.306,1,0,4,"engaged in tasks","FP098","run2","change","well-being"
24,6,149.812,2.053,1,0,2,"lonely","FP098","run2","change","ill-being"
25,2,164.539,1.158,1,0,3,"have good friends","FP098","run2","self","social"
26,1,169.71,1.163,1,0,6,"live a purposeful life","FP098","run2","self","well-being"
27,1,174.662,0.819,1,0,2,"joyful","FP098","run2","self","well-being"
28,3,179.611,1.214,2,0,2,"fearful","FP098","run2","self","ill-being"
29,2,184.554,1.184,2,1,2,"angry","FP098","run2","self","social"
30,2,189.874,0.879,1,0,1,"loved","FP098","run2","self","social"
31,5,204.527,1.97,1,0,4,"feel encouraged","FP098","run2","change","social"
32,5,209.545,2.105,1,0,3,"helped by friends","FP098","run2","change","social"
33,6,214.491,1.742,1,0,3,"feel worthless","FP098","run2","change","ill-being"
34,5,219.445,2.18,1,0,6,"have warm relationships","FP098","run2","change","social"
35,4,224.394,2.063,2,0,1,"proud","FP098","run2","change","well-being"
36,4,229.335,2.362,1,0,5,"satisfied with life","FP098","run2","change","well-being"
1,3,5.061,2.827,1,0,1,"sad","FP100","run1","self","ill-being"
2,3,10.01,1.102,1,0,1,"stressed","FP100","run1","self","ill-being"
3,2,15.186,1.421,1,0,4,"feel encouraged","FP100","run1","self","social"
4,2,20.174,1.858,2,1,2,"angry","FP100","run1","self","social"
5,1,25.161,1.439,1,0,5,"interested in life","FP100","run1","self","well-being"
6,1,30.494,2.138,2,0,3,"like myself","FP100","run1","self","well-being"
7,4,45.309,1.563,1,0,3,"positive","FP100","run1","change","well-being"
8,4,50.645,2.699,1,0,6,"live a meaningful life","FP100","run1","change","well-being"
9,6,55.593,2.47,1,0,3,"feel worthless","FP100","run1","change","ill-being"
10,6,60.535,2.048,2,0,2,"lonely","FP100","run1","change","ill-being"
11,5,65.639,1.832,2,0,1,"loved","FP100","run1","change","social"
12,6,70.626,1.462,1,0,3,"feel useless","FP100","run1","change","ill-being"
13,3,85.359,2.744,2,0,5,"feel unimportant","FP100","run1","self","ill-being"
14,3,90.308,1.228,1,0,2,"anxious","FP100","run1","self","ill-being"
15,1,95.643,2.109,2,0,2,"hopeful","FP100","run1","self","well-being"
16,1,100.593,1.423,1,0,2,"joyful","FP100","run1","self","well-being"
17,2,105.618,2.486,1,0,6,"have warm relationships","FP100","run1","self","social"
18,3,110.639,1.257,1,0,2,"nervous","FP100","run1","self","ill-being"
19,6,125.377,1.751,2,0,5,"unable to cope","FP100","run1","change","ill-being"
20,4,130.319,1.601,1,0,2,"happy","FP100","run1","change","well-being"
21,5,135.34,1.66,1,1,4,"isolated","FP100","run1","change","social"
22,5,140.292,1.476,2,0,3,"am cared for","FP100","run1","change","social"
23,4,145.276,2.076,1,0,4,"engaged in tasks","FP100","run1","change","well-being"
24,6,150.375,1.841,2,0,4,"feel rejected","FP100","run1","change","ill-being"
25,2,165.044,2.411,2,0,5,"comfortable with friends","FP100","run1","self","social"
26,1,170.026,1.31,1,0,6,"live a purposeful life","FP100","run1","self","well-being"
27,1,175.008,0.992,1,0,3,"achieve goals","FP100","run1","self","well-being"
28,3,179.989,1.187,1,0,3,"overwhelmed","FP100","run1","self","ill-being"
29,2,184.942,1.922,1,0,7,"have trusting relationships","FP100","run1","self","social"
30,2,189.892,1.436,1,0,2,"trusted","FP100","run1","self","social"
31,5,204.556,2.963,2,0,6,"belong in social group","FP100","run1","change","social"
32,5,209.541,2.266,1,0,3,"have good friends","FP100","run1","change","social"
33,6,214.563,2.437,2,0,2,"fearful","FP100","run1","change","ill-being"
34,5,219.508,2.892,1,0,3,"helped by friends","FP100","run1","change","social"
35,4,224.453,1.731,1,0,5,"satisfied with life","FP100","run1","change","well-being"
36,4,229.44,1.991,2,0,1,"proud","FP100","run1","change","well-being"
1,3,5.051,1.371,2,0,3,"feel worthless","FP100","run2","self","ill-being"
2,3,10.038,1.537,1,0,2,"lonely","FP100","run2","self","ill-being"
3,2,15.142,0.872,1,0,1,"loved","FP100","run2","self","social"
4,2,20.127,1.399,1,1,4,"isolated","FP100","run2","self","social"
5,1,25.076,1.746,2,0,3,"positive","FP100","run2","self","well-being"
6,1,30.06,1.347,1,0,6,"live a meaningful life","FP100","run2","self","well-being"
7,4,44.812,2.051,2,0,5,"interested in life","FP100","run2","change","well-being"
8,4,49.793,1.734,2,0,3,"like myself","FP100","run2","change","well-being"
9,6,54.777,1.07,1,0,1,"sad","FP100","run2","change","ill-being"
10,6,59.757,1.81,1,0,1,"stressed","FP100","run2","change","ill-being"
11,5,64.743,1.567,2,0,4,"feel encouraged","FP100","run2","change","social"
12,6,69.759,2.615,2,0,5,"feel unimportant","FP100","run2","change","ill-being"
13,3,84.575,1.871,2,0,3,"feel useless","FP100","run2","self","ill-being"
14,3,89.559,3.007,2,0,5,"unable to cope","FP100","run2","self","ill-being"
15,1,94.543,1.176,1,0,2,"happy","FP100","run2","self","well-being"
16,1,99.486,1.761,1,0,4,"engaged in tasks","FP100","run2","self","well-being"
17,2,104.506,1.148,1,0,3,"am cared for","FP100","run2","self","social"
18,3,109.459,1.092,2,0,4,"feel rejected","FP100","run2","self","ill-being"
19,6,124.159,1.224,2,0,2,"anxious","FP100","run2","change","ill-being"
20,4,129.492,2.219,1,0,2,"hopeful","FP100","run2","change","well-being"
21,5,134.475,1.611,2,1,2,"angry","FP100","run2","change","social"
22,5,139.509,2.61,1,0,6,"have warm relationships","FP100","run2","change","social"
23,4,144.685,1.874,1,0,2,"joyful","FP100","run2","change","well-being"
24,6,149.638,1.601,2,0,2,"nervous","FP100","run2","change","ill-being"
25,2,164.675,4.532,2,0,6,"belong in social group","FP100","run2","self","social"
26,1,169.658,2.053,1,0,5,"satisfied with life","FP100","run2","self","well-being"
27,1,174.606,1.408,1,0,1,"proud","FP100","run2","self","well-being"
28,3,179.624,2.11,2,0,2,"fearful","FP100","run2","self","ill-being"
29,2,184.641,2.622,1,0,3,"have good friends","FP100","run2","self","social"
30,2,189.733,1.617,1,0,3,"helped by friends","FP100","run2","self","social"
31,5,204.44,3.374,2,0,5,"comfortable with friends","FP100","run2","change","social"
32,5,209.541,2.473,1,0,7,"have trusting relationships","FP100","run2","change","social"
33,6,214.484,1.49,2,0,3,"overwhelmed","FP100","run2","change","ill-being"
34,5,219.438,1.888,1,0,2,"trusted","FP100","run2","change","social"
35,4,224.391,2.095,1,0,6,"live a purposeful life","FP100","run2","change","well-being"
36,4,229.341,1.234,1,0,3,"achieve goals","FP100","run2","change","well-being"
1,3,5.069,2.409,1,0,2,"lonely","FP101","run1","self","ill-being"
2,3,10.02,2.258,1,0,2,"fearful","FP101","run1","self","ill-being"
3,2,15.002,1.476,1,0,3,"helped by friends","FP101","run1","self","social"
4,2,19.946,1.244,1,0,4,"feel encouraged","FP101","run1","self","social"
5,1,24.933,1.306,1,0,5,"interested in life","FP101","run1","self","well-being"
6,1,29.886,1.376,1,0,2,"joyful","FP101","run1","self","well-being"
7,4,44.586,2.38,1,0,5,"satisfied with life","FP101","run1","change","well-being"
8,4,49.534,1.872,1,0,3,"achieve goals","FP101","run1","change","well-being"
9,6,54.636,1.987,1,0,5,"feel unimportant","FP101","run1","change","ill-being"
10,6,59.573,1.529,1,0,2,"nervous","FP101","run1","change","ill-being"
11,5,64.594,1.34,1,1,2,"angry","FP101","run1","change","social"
12,6,69.915,1.243,1,0,3,"overwhelmed","FP101","run1","change","ill-being"
13,3,84.719,1.479,1,0,2,"anxious","FP101","run1","self","ill-being"
14,3,89.662,2.264,2,0,3,"feel useless","FP101","run1","self","ill-being"
15,1,94.683,1.276,1,0,6,"live a meaningful life","FP101","run1","self","well-being"
16,1,99.785,1.789,1,0,3,"positive","FP101","run1","self","well-being"
17,2,104.801,1.197,1,0,3,"have good friends","FP101","run1","self","social"
18,3,109.818,1.261,2,0,3,"feel worthless","FP101","run1","self","ill-being"
19,6,124.635,1.419,1,0,4,"feel rejected","FP101","run1","change","ill-being"
20,4,129.574,2.232,1,0,6,"live a purposeful life","FP101","run1","change","well-being"
21,5,134.56,2.23,1,0,5,"comfortable with friends","FP101","run1","change","social"
22,5,139.548,1.93,1,0,1,"loved","FP101","run1","change","social"
23,4,144.534,1.784,1,0,4,"engaged in tasks","FP101","run1","change","well-being"
24,6,149.518,1.304,1,0,1,"sad","FP101","run1","change","ill-being"
25,2,164.215,1.207,1,0,3,"am cared for","FP101","run1","self","social"
26,1,169.201,1.061,1,0,2,"hopeful","FP101","run1","self","well-being"
27,1,174.139,1.003,1,0,2,"happy","FP101","run1","self","well-being"
28,3,179.31,2.033,1,0,1,"stressed","FP101","run1","self","ill-being"
29,2,184.297,1.198,2,1,4,"isolated","FP101","run1","self","social"
30,2,189.251,1.308,1,0,6,"belong in social group","FP101","run1","self","social"
31,5,204.134,1.993,1,0,6,"have warm relationships","FP101","run1","change","social"
32,5,209.081,2.109,1,0,7,"have trusting relationships","FP101","run1","change","social"
33,6,214.067,2.787,1,0,5,"unable to cope","FP101","run1","change","ill-being"
34,5,219.016,2.43,1,0,2,"trusted","FP101","run1","change","social"
35,4,224.333,2.233,1,0,1,"proud","FP101","run1","change","well-being"
36,4,229.35,2.08,1,0,3,"like myself","FP101","run1","change","well-being"
1,3,5.05,1.683,2,0,5,"feel unimportant","FP101","run2","self","ill-being"
2,3,10.371,1.53,1,0,2,"nervous","FP101","run2","self","ill-being"
3,2,15.313,1.588,2,1,2,"angry","FP101","run2","self","social"
4,2,20.311,1.478,1,0,5,"comfortable with friends","FP101","run2","self","social"
5,1,25.632,1.469,1,0,5,"satisfied with life","FP101","run2","self","well-being"
6,1,30.612,1.257,1,0,3,"achieve goals","FP101","run2","self","well-being"
7,4,45.346,2.203,1,0,5,"interested in life","FP101","run2","change","well-being"
8,4,50.296,1.597,1,0,2,"joyful","FP101","run2","change","well-being"
9,6,55.279,1.838,1,0,2,"lonely","FP101","run2","change","ill-being"
10,6,60.223,1.806,1,0,2,"fearful","FP101","run2","change","ill-being"
11,5,65.162,2.163,1,0,3,"helped by friends","FP101","run2","change","social"
12,6,70.112,1.637,1,0,2,"anxious","FP101","run2","change","ill-being"
13,3,84.775,1.894,2,0,3,"overwhelmed","FP101","run2","self","ill-being"
14,3,89.761,1.555,2,0,4,"feel rejected","FP101","run2","self","ill-being"
15,1,94.711,1.117,1,0,6,"live a purposeful life","FP101","run2","self","well-being"
16,1,99.729,1.371,1,0,4,"engaged in tasks","FP101","run2","self","well-being"
17,2,104.895,1.238,1,0,1,"loved","FP101","run2","self","social"
18,3,109.991,1.797,2,0,1,"sad","FP101","run2","self","ill-being"
